name,slug,description,benefits,eligibility_criteria,application_process,documents_required,official_link,level,status,source,target_gender,min_age,max_age,target_social_category,target_income_max,is_disability,is_student,is_bpl,featured,benefit_type,helpline,launch_date,application_deadline
Solar Water Heating System (Domestic Sector),swhsds,"The scheme ""Solar Water Heating System (Domestic Sector)"" by the Renewable Energy Department, Haryana, aims to promote the use of solar energy for domestic water heating by providing a financial subsidy to the residents of Haryana and Haryana Government employees residing in Chandigarh.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Solar Water Pumping System,sswps,"The scheme ""Solar Water Pumping System"" by the Renewable Energy Department, Government of Haryana aims to encourage the adoption of renewable energy for irrigation. Through this scheme, solar water pumps are provided at a 75% subsidy to eligible farmers and institutions for irrigation need",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Special Livestock Insurance Scheme,slisc,"""Special Livestock Insurance Scheme"" is a welfare initiative targeting SC families engaged in livestock rearing. The scheme provides free insurance for livestock, enhancing the economic security of resource-poor SC families. The scheme covers milch animals, sheep, goats, pigs, camels, etc;",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Special Scheme for Increasing the Storage Capacity of Perishable Products,ssiscpp,"The scheme aims to increase the storage capacity of perishable products by providing grant assistance for cold storage facilities.
",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Spice Area Expansion,copy-of-vea,"The scheme aims to promote and expand the cultivation of high-value spices such as ginger, chili, turmeric, and garlic among farmers by providing quality seeds and tubers at a subsidized rate, thereby increasing spice production and enhancing farmers’ income in Uttarakhand.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
"Spices Development Ginger, Turmeric, Black Pepper, Cardamom, Coriander, Cinnamon and Chillies",sdgtbpcccc,The objective of the scheme is to encourage farmers to produce good quality and diseased-free planting materials and to grow improved varieties of high-yielding spices.,,,,,,state,active,myscheme,,,,,,,,,f,,,,
State Fisheries Input Scheme,sfis,"The scheme aims to aims to enhance the productivity and income of fish farmers by providing financial support in the form of subsidies on essential fishery inputs such as hand nets, hapa, nets, mini kits, etc.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
State Goat Entrepreneurship Development Scheme,sgeds,"The ""State Goat Entrepreneurship Development Scheme"", initiated by the Animal Husbandry Department of Chhattisgarh, aims to promote goat farming as a sustainable livelihood option. Goat rearing has been a traditional occupation, and with increasing demand for milk and meat.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
State Government Share Capital Contribution to Co.operative Sugar Factories (Normal Area) (Tribal Area),sgsccs,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance in the form of a 30% share capital contribution by the State Government for setting up new sugar cooperative factories in Gujarat.

",,,,,,state,active,myscheme,,,,,,,,,f,,,,
State Integrated Cooperative Development Project - Fisheries Sector,scfdp-fs,The scheme aims to promote sustainable fisheries development in Uttarakhand by facilitating the establishment and expansion of cooperative-based fisheries projects in both mountainous and plain regions.,,,,,,state,active,myscheme,,,,,,,,,f,,,,
State Millet Mission,smm,"The mission aims to promote millet cultivation, ensure fair prices for farmers, and strengthen food security in the state. It seeks to support farmers, particularly in mountain districts, by procuring millet crops such as Mandua and Jhangora at the minimum support price through cooperative groups.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
State Rice Mission Scheme,srmsmeghalaya,"The objective of the scheme is to increase productivity and production of rice through improved technologies and extension methods and, to supply the quality/certified seeds/organic fertilizers at 50% subsidy.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Sthaniya Fasal Protsahan Karyakram,sfpk,"The program aims to promote the cultivation of local crops, enhance productivity, ensure the use of quality seeds, and provide fair prices to farmers in the mountain districts of Uttarakhand.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Stipend Scheme For Poultry Farming Training For Divyang People,sspftdp,"The scheme “Stipend Scheme for Poultry Farming Training for Divyang People” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of Divyang poultry farmers through scientific poultry farming training. ",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Stipend Scheme For Poultry Farming Training For Schedule Caste,sspftsc,"The scheme “Stipend Scheme for Poultry Farming Training for Schedule Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers of Scheduled Caste by scientific poultry farming training. ",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Stipend Scheme For Poultry Farming Training For Weaker Section,sspftws,"The scheme “Stipend Scheme for Poultry Farming Training for Weaker Section” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers by scientific poultry farming training.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Stipend Scheme For Scheduled Tribes - Poultry Training Stipend,ssst-pts,"The scheme “Stipend Scheme for Scheduled Tribes - Poultry Training Stipend” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers of Schedule Tribes through scientific poultry farming training.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Sub-Mission on Agricultural Extension (SMAE),smaeuk,"The scheme aims to promote the adoption of modern and scientific farming practices among farmers across the state through continuous training, practical demonstrations, and exposure visits.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Sub-Mission on Agricultural Mechanization (SMAM) for Custom Hiring Centres / Big Farmers - Uttarakhand,smamchcbfuk,"Under this scheme, individual large farmers, farmer groups, cooperatives, self-help groups, and custom hiring centres in the state can purchase agricultural equipment at a subsidized rate, with the Government of India providing a maximum subsidy of 40%.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Sub-Mission on Agricultural Mechanization - Uttarakhand,smamuk,"The scheme aims to encourage farm mechanization purchasing and providing 50% subsidy/financial assistance to SC/ST, small and marginal, and women farmers (of all categories), while 40% subsidy/financial assistance is provided to other (large) farmers. ",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Sub-mission On Agriculture Mechanization,smam,The Sub-Mission on Agricultural Mechanization was launched in 2014-15 by the Ministry of Agriculture and Farmers’ Welfare. ,,,,,,central,active,myscheme,,,,,,,,,f,,,,
Sub mission on Seeds and Planting Material,smspguj,"The scheme aims to increase the production of certified/quality seed; strengthen Seed Testing Laboratories; assist Seed Producing Institutes for the adoption of new technologies, ensuring farmers get quality seeds at the right time and reasonable prices.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Subsidy for Battery Operated 2-Wheelers,sfbotw,"This scheme is introduced by the Climate Change Department, Gujarat, aims to promote renewable energy and clean transportation by providing a subsidy to students for the purchase of battery-operated two-wheelers from authorized manufacturers.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Subsidy For Battery Operated Three-Wheelers,sfbothw,"This scheme is introduced by the Climate Change Department, Gujarat, aims to promote the adoption of eco-friendly vehicles by providing a subsidy on the purchase of battery-operated three-wheelers.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
"""Subsidy for Cultivation of Fodder Crops"" Component of the ""Crop Production Technology"" Scheme",scfc-cpt,"The ""Subsidy for Cultivation of Fodder Crops"" scheme was introduced by the Department of Agriculture and Farmer's Welfare, Union Territory of Puducherry. Through this scheme, cash incentives are distributed to Farmers and Self Help Groups for undertaking fodder cultivation in the Puducherry region.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
"""Subsidy for Orthodox & Speciality Tea Unit for Plant & Machinery"" under the ""Assam Tea Industries Special Incentives Scheme""",sostupm-atisis,"The scheme aims to ensure long-term financial sustainability of the Tea industry and to incentivize manufacturers to move from Crush, Tear, Curl tea to Orthodox tea production. The scheme is implemented by the Finance Department and the Industries & Commerce Department, Government of Assam.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
"""Subsidy for the Purchase of Fiber-reinforced Plastic Cattamaran/ Vallam/ Wooden Nava/ Marine Plywood Canoe With Nets"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries""",spfrpcvwnmpcn-faascdmf,"The scheme ""Subsidy for the Purchase of Fiber-reinforced Plastic Cattamaran/ Vallam/ Wooden Nava/ Marine Plywood Canoe With Nets"" is introduced to increase marine fish production by extending subsidies to the fishermen for the procurement of fiber-reinforced plastic vallam with nets.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Subsidy for the Purchase of Wooden/Fiber Reinforced Plastic/Steel Mechanised Boats,spwfrpsmb-faascdmf,"The scheme ""Subsidy for the Purchase of Wooden/Fiber Reinforced Plastic/Steel Mechanised Boats"" is introduced by the Government of Puducherry with the objective of increasing marine fish production by extending subsidies for the procurement of wooden/fiber-reinforced plastic/steel mechanized boats.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Subsidy Scheme For Establishment Of 100 Broiler Birds' Farm For Schedule Caste,sse100bbfsc,"The scheme “Subsidy Scheme for Establishment of 100 Broiler Birds' Farm for Schedule Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to provide supplementary income to Schedule Caste People of the society. ",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Subsidy Scheme For Establishment Of Goat Unit (10+1) For General Category People,ssegu10gcp,"The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for General Category People” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift Economically poor livestock breeders of Gujarat State.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Subsidy Scheme For Establishment Of Goat Unit (10+1) For Scheduled Caste People,sseg10scp,"The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for Scheduled Caste People” was launched by the Dept. of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift economically poor livestock breeders of Gujarat State.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Subsidy Scheme For Establishment Of Goat Unit (10+1) For Scheduled Tribe Women,ssegu10stw,"The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for Scheduled Tribe Women” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift Economically poor livestock breeders of Gujarat State.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
Subsidy Scheme On Establishment Of - 25 Kadaknath/R.I.R. Birds Unit To Scheduled Tribes,sse25krbust,"The scheme “Subsidy Scheme on Establishment of - 25 Kadaknath/R.I.R. Birds Unit to Scheduled Tribes” was launched by the Dept. of Agriculture, Farmers Welfare & Co-operation, Govt. of Gujarat to provide employment, nutritious diet and to raise the income of Scheduled Tribe People of Gujarat State.",,,,,,state,active,myscheme,,,,,,,,,f,,,,
